"ptrOffset"	"ptrBytes"	"strOffset"	"strBytes"	"strText"	"translation"
"0001A888"	"9921"	"00023931"	"47 32 0 27 15 244 59 38 23 32 55 254 200 43 26 26 45 54 15 35 24 58 1 18 18 40 1"	"また　さっぽろにきたら
ぜひここへよってくれ。いいね。"	""
"0001A88A"	"993D"	"0002394D"	"23 48 202 58 143 0 26 26 22 55 27 23 42 0 26 26 41 254 202 18 192 24 41 30 18 36 35 33 14 19 192 37 18 36 254 36 21 58 37 18 54 1"	"きみだれ？　ここからさきは　ここの
だいがくのせいとてちょうがないと
とおれないよ。"	""
"0001A88C"	"9968"	"00023978"	"26 26 22 55 0 27 23 42 0 202 18 192 24 41 43 36 28 22 254 42 18 58 47 30 61 1"	"ここから　さきは　だいがくのひとしか
はいれません。"	""
"0001A88E"	"9983"	"00023993"	"43 27 28 226 56 1 0 27 15 244 59 42 0 206 19 202 15 32 143 254 20 143 0 23 21 24 192 37 18 15 143 0 37 61 35 26 15 32 18 1"	"ひさしぶり。　さっぽろは　どうだった？
え？　きおくがないっ？　なんてこったい。"	""
"0001A890"	"99AC"	"000239BC"	"52 7 253 1 27 61 65 254 81 121 229 82 100 41 46 19 42 0 206 19 205 29 22 143"	"やぁ[FD 01]さん！
アルバイトのほうは　どうですか？"	""
"0001A892"	"99C5"	"000239D5"	"253 1 27 61 1 0 26 61 38 33 42 65 254 20 15 143 0 23 21 24 192 143 254 18 15 32 18 37 38 192 17 15 32 41 143"	"[FD 01]さん。　こんにちは！
えっ？　きおくが？
いったいなにがあったの？"	""
"0001A894"	"99E9"	"000239F9"	"185 185 185 185 185 185 0 31 19 202 15 32 41 1 254 17 37 32 192 37 61 41 32 50 38 0 27 15 244 59 47 205 254 18 15 32 41 22 0 60 32 28 42 28 55 37 18 60 1"	"・・・・・・　そうだったの。
あなたがなんのために　さっぽろまで
いったのか　わたしはしらないわ。"	""
"0001A896"	"9A1B"	"00023A2B"	"202 25 206 17 37 32 192 81 121 229 82 100 6 28 35 18 57 254 119 82 108 111 208 214 125 28 12 45 0 18 25 224 254 37 38 22 60 22 57 61 198 12 37 18 22 28 55 143"	"だけどあなたがアルバイトをしている
ライフマガジンしゃへ　いけば
なにかわかるんじゃないかしら？"	""
"0001A898"	"9A4C"	"00023A5C"	"23 6 34 25 35 40 1"	"きをつけてね。"	""
"0001A89A"	"9A54"	"00023A64"	"26 4 26 26 42 65 185 185 185 254 21 51 18 202 28 32 65 254 26 26 205 81 121 229 82 100 6 28 35 18 32 61 202 65"	"こ、ここは！・・・
おもいだした！
ここでアルバイトをしていたんだ！"	""
"0001A89C"	"9A77"	"00023A87"	"31 19 0 253 12 42 0 36 19 197 18 202 18 192 24 41 254 192 24 30 18 205 0 26 41 197 15 28 28 12 205 254 28 13 197 18 41 35 34 202 18 6 28 35 18 32 61 202 65"	"そう　[FD 0C]は　とうざいだいがくの
がくせいで　このざっししゃで
しゅざいのてつだいをしていたんだ！"	""
"0001A89E"	"9AA9"	"00023AB9"	"54 11 65 0 45 61 28 13 19 33 14 19 192 0 21 54 225 202 1 254 42 52 24 18 22 37 18 36 0 47 32 206 37 55 58 57 200 65"	"よぉ！　へんしゅうちょうが　およびだ。
はやくいかないと　またどなられるぜ！"	""
"0001A8A0"	"9AD0"	"00023AE0"	"253 1 198 12 37 18 22 65 254 18 18 198 14 19 46 19 192 17 57 61 202 192 185 185 185 1 254 22 48 37 56 21 26 28 6 24 58 32 55 0 21 28 20 57 54 1"	"[FD 01]じゃないか！
いいじょうほうがあるんだが・・・。
かみなりおこしをくれたら　おしえるよ。"	""
"0001A8A2"	"9AFF"	"00023B0F"	"247 123 122 93 119 80 41 253 17 192 254 27 15 244 59 41 110 99 121 38 18 57 55 28 18 200 1"	"プロレスラーの[FD 11]が
さっぽろのホテルにいるらしいぜ。"	""
"0001A8A4"	"9B1B"	"00023B2B"	"26 61 38 33 42 1 0 47 61 192 22 41 253 15 205 29 1 254 26 61 206 0 26 26 41 119 82 108 111 208 214 125 15 35 18 19 254 197 15 28 38 0 58 61 27 18 6 18 55 18 27 58 32 41 1"	"こんにちは。　まんがかの[FD 0F]です。
こんど　ここのライフマガジンっていう
ざっしに　れんさいをいらいされたの。"	""
"0001A8A6"	"9B53"	"00023B63"	"205 51 0 119 82 108 111 208 214 125 15 35 254 53 19 50 18 198 61 41 82 125 96 230 77 80 197 15 28 205 28 14 1 254 206 61 37 111 125 208 38 28 54 19 22 37 185 185 185 1"	"でも　ライフマガジンって
ゆうめいじんのインタビューざっしでしょ。
どんなマンガにしようかな・・・。"	""
"0001A8A8"	"9B86"	"00023B96"	"17 37 32 192 253 1 27 61 143 254 60 32 28 42 86 114 119 111 125 41 253 16 205 29 1 254 55 18 195 34 196 19 41 0 119 82 108 111 208 214 125 38"	"あなたが[FD 01]さん？
わたしはカメラマンの[FD 10]です。
らいげつごうの　ライフマガジンに"	""
"0001A8AA"	"9BB1"	"00023BC1"	"60 32 28 41 36 15 32 104 79 92 80 41 28 12 28 61 192 254 41 57 41 54 1 0 23 192 49 18 32 55 0 200 43 48 35 40 1 254 36 26 59 205 17 37 32 0 81 121 229 82 100 37 61 202 15 35 143"	"わたしのとったネッシーのしゃしんが
のるのよ。　きがむいたら　ぜひみてね。
ところであなた　アルバイトなんだって？"	""
"0001A8AC"	"9BEB"	"00023BFB"	"27 15 244 59 45 18 15 32 23 56 0 58 61 55 24 192 37 24 35 254 45 61 28 13 19 33 14 19 42 0 22 61 22 61 54 65 254 17 37 32 15 35 18 18 22 195 61 40 10 1"	"さっぽろへいったきり　れんらくがなくて
へんしゅうちょうは　かんかんよ！
あなたっていいかげんねぇ。"	""
"0001A8AE"	"9C1E"	"00023C2E"	"26 55 15 65 0 253 1 65 254 18 47 47 205 206 26 6 46 15 34 23 17 57 18 35 32 61 202 65 254 58 61 55 24 51 18 58 199 38 65 65"	"こらっ！　[FD 01]！
いままでどこをほっつきあるいてたんだ！
れんらくもいれずに！！"	""
"0001A8B0"	"9C47"	"00023C57"	"37 38 143 0 198 26 205 23 21 24 6 37 24 28 35 185 185 185 143 254 26 41 222 214 65 0 111 103 89 65 254 26 58 202 22 55 229 82 100 42 17 35 38 37 55 40 10 61 202 65"	"なに？　じこできおくをなくして・・・？
このドジ！　マヌケ！
これだからバイトはあてにならねぇんだ！"	""
"0001A8B2"	"9C7A"	"00023C8A"	"18 18 22 0 21 47 20 27 61 42 0 27 15 244 59 38 17 57 254 53 19 50 18 37 28 14 19 192 15 26 19 41 0 26 19 33 14 19 38 254 28 13 197 18 6 28 38 18 15 32 61 202 54 1"	"いいか　おまえさんは　さっぽろにある
ゆうめいなしょうがっこうの　こうちょうに
しゅざいをしにいったんだよ。"	""
"0001A8B4"	"9CB1"	"00023CC1"	"55 18 195 34 196 19 41 0 36 24 28 13 19 248 80 214 38 254 31 41 82 125 96 230 77 80 23 198 192 0 41 57 61 202 54 1 254 27 15 27 36 0 18 15 35 26 18 65 65"	"らいげつごうの　とくしゅうページに
そのインタビューきじが　のるんだよ。
さっさと　いってこい！！"	""
"0001A8B6"	"9CE3"	"00023CF3"	"27 15 27 36 0 18 15 35 26 18 65 65"	"さっさと　いってこい！！"	""
"0001A8B8"	"9CF0"	"00023D00"	"26 19 198 42 0 21 60 15 32 54 1"	"こうじは　おわったよ。"	""
"0001A8BA"	"9CFC"	"00023D0C"	"26 41 47 33 41 0 28 14 19 192 15 26 19 41 26 19 33 14 19 42 254 202 58 22 41 28 14 19 22 18 198 14 19 192 37 18 36 254 17 15 35 24 58 37 18 31 19 202 54 185 185 185 1"	"このまちの　しょうがっこうのこうちょうは
だれかのしょうかいじょうがないと
あってくれないそうだよ・・・。"	""
"0001A8BC"	"9D32"	"00023D42"	"20 143 0 122 93 119 80 41 253 17 192 26 41 110 99 121 38 143 254 28 12 28 61 6 36 55 30 35 51 55 21 19 22 37 80 143"	"え？　レスラーの[FD 11]がこのホテルに？
しゃしんをとらせてもらおうかなー？"	""
"0001A8BE"	"9D57"	"00023D67"	"253 17 41 111 104 80 214 76 80 42 0 25 192 38 192 254 202 18 26 19 226 34 37 61 202 15 35 1"	"[FD 11]のマネージャーは　けがにが
だいこうぶつなんだって。"	""
"0001A8C0"	"9D74"	"00023D84"	"22 61 25 18 28 12 18 192 18 42 0 42 18 58 37 18 54 1"	"かんけいしゃいがいは　はいれないよ。"	""
"0001A8C2"	"9D87"	"00023D97"	"29 47 37 18 40 1 0 25 192 38 38 42 0 50 192 37 24 15 35 1 254 197 15 28 41 28 13 197 18 143 0 27 7 0 206 19 201 1"	"すまないね。　けがにには　めがなくって。
ざっしのしゅざい？　さぁ　どうぞ。"	""
"0001A8C4"	"9DAE"	"00023DBE"	"119 82 108 111 208 214 125 143 0 17 7 28 15 35 57 54 1 254 21 58 41 26 36 6 28 13 197 18 143 254 106 106 106 106 106 0 54 28 35 24 58 54 65"	"ライフマガジン？　あぁしってるよ。
おれのことをしゅざい？
ハハハハハ　よしてくれよ！"	""
"0001A8C6"	"9DDA"	"00023DEA"	"21 58 42 32 202 0 34 54 24 37 56 32 22 15 32 22 55 254 26 41 48 33 6 0 20 55 61 202 202 25 27 1 254 23 198 38 29 57 54 19 37 84 246 95 80 222 37 61 22 37 18 27 1"	"おれはただ　つよくなりたかったから
このみちを　えらんだだけさ。
きじにするようなエピソードなんかないさ。"	""
"0001A8C8"	"9E10"	"00023E20"	"202 18 18 33 82 125 96 230 77 80 37 61 35 42 199 22 28 18 54 1 254 21 58 54 56 0 26 41 33 22 24 41 28 14 19 192 15 26 19 41 254 26 19 33 14 19 37 61 22 0 53 19 50 18 198 12 37 18 22 143"	"だいいちインタビューなんてはずかしいよ。
おれより　このちかくのしょうがっこうの
こうちょうなんか　ゆうめいじゃないか？"	""
"0001A8CA"	"9E4D"	"00023E5D"	"20 143 0 28 14 19 22 18 198 14 19 143 0 202 15 32 55 254 253 18 86 125 245 102 80 41 28 12 33 14 19 192 254 28 56 17 18 41 42 199 202 25 206 185 185 185 1"	"え？　しょうかいじょう？　だったら
[FD 12]カンパニーのしゃちょうが
しりあいのはずだけど・・・。"	""
"0001A8CC"	"9E7D"	"00023E8D"	"253 18 42 0 21 58 41 21 27 37 37 198 48 37 61 202 1 254 20 4 27 15 244 59 38 23 35 18 57 15 35 143 0 31 19 22 254 43 27 28 226 56 38 0 17 15 35 48 57 22 37 185 185 185 1"	"[FD 12]は　おれのおさななじみなんだ。
え、さっぽろにきているって？　そうか
ひさしぶりに　あってみるかな・・・。"	""
"0001A8CE"	"9EB5"	"00023EC5"	"28 196 36 0 192 61 224 58 54 65 254 18 15 28 14 19 25 61 50 18 0 206 56 14 24 29 58 224 254 22 37 55 199 0 49 24 60 58 57 42 199 202 1"	"しごと　がんばれよ！
いっしょうけんめい　どりょくすれば
かならず　むくわれるはずだ。"	""
"0001A8D0"	"9EE1"	"00023EF1"	"52 7 0 26 61 38 33 42 1"	"やぁ　こんにちは。"	""
"0001A8D2"	"9EEB"	"00023EFB"	"28 14 19 22 18 198 14 19 202 15 35 143 0 60 22 15 32 54 1 254 17 41 26 19 33 14 19 42 0 19 33 41 22 18 28 12 41 254 22 226 39 28 41 43 36 56 37 41 27 1"	"しょうかいじょうだって？　わかったよ。
あのこうちょうは　うちのかいしゃの
かぶぬしのひとりなのさ。"	""
"0001A8D4"	"9F1E"	"00023F2E"	"28 14 19 22 18 198 14 19 6 0 35 38 18 58 32 1"	"しょうかいじょうを　てにいれた。"	""
"0001A8D6"	"9F2F"	"00023F3F"	"253 17 192 110 99 121 38 143 0 37 34 22 28 18 37 7 1 254 54 28 0 29 194 38 18 15 35 48 57 54 1 254 21 28 20 35 24 58 35 0 17 56 192 36 19 1"	"[FD 11]がホテルに？　なつかしいなぁ。
よし　すぐにいってみるよ。
おしえてくれて　ありがとう。"	""
"0001A8D8"	"9F5E"	"00023F6E"	"60 32 28 38 37 38 22 54 19 22 40 1"	"わたしになにかようかね。"	""
"0001A8DA"	"9F6B"	"00023F7B"	"119 82 108 111 208 214 125 41 82 125 96 230 77 80 143 254 31 19 22 31 19 22 0 18 52 7 27 18 23 61 42 254 28 13 197 18 192 0 21 21 24 35 40 10 185 185 185 1"	"ライフマガジンのインタビュー？
そうかそうか　いやぁさいきんは
しゅざいが　おおくてねぇ・・・。"	""
"0001A8DC"	"9F9C"	"00023FAC"	"36 26 59 205 23 48 0 60 32 28 41 22 18 32 46 61 42 254 22 15 35 24 58 32 22 40 143 0 18 52 51 19 19 58 35 19 58 35 254 26 41 47 20 51 0 99 122 230 23 14 24 192 185 185 185 1"	"ところできみ　わたしのかいたほんは
かってくれたかね？　いやもううれてうれて
このまえも　テレビきょくが・・・。"	""
"0001A8DE"	"9FD5"	"00023FE5"	"138 0 37 61 202 22 198 47 61 224 37 28 224 15 22 56 202 37 1 254 26 61 37 43 36 41 23 198 37 61 22 0 22 23 32 24 37 18 37 1"	"：　なんだかじまんばなしばっかりだな。
こんなひとのきじなんか　かきたくないな。"	""
"0001A8E0"	"9FFE"	"0002400E"	"36 26 59 205 0 19 33 41 30 18 36 32 33 192 254 26 19 35 18 205 0 17 31 61 205 18 47 29 192 254 48 35 18 22 58 47 29 22 143"	"ところで　うちのせいとたちが
こうていで　あそんでいますが
みていかれますか？"	""
"0001A8E2"	"A026"	"00024036"	"27 7 0 206 19 201 206 19 201 1"	"さぁ　どうぞどうぞ。"	""
"0001A8E4"	"A031"	"00024041"	"31 19 18 60 199 38 0 48 35 18 15 35 24 202 27 18 54 1"	"そういわずに　みていってくださいよ。"	""
"0001A8E6"	"A044"	"00024054"	"31 19 205 29 22 143 0 197 61 40 61 202 185 185 185 1"	"そうですか？　ざんねんだ・・・。"	""
"0001A8E8"	"A055"	"00024065"	"138 0 26 206 51 32 33 38 0 28 14 19 55 18 41 53 50 6 254 23 18 35 48 54 19 22 37 1"	"：　こどもたちに　しょうらいのゆめを
きいてみようかな。"	""
"0001A8EA"	"A072"	"00024082"	"228 24 42 122 80 91 80 38 37 56 32 18 65"	"ぼくはレーサーになりたい！"	""
"0001A8EC"	"A080"	"00024090"	"17 41 40 0 21 54 50 27 61 38 37 57 41 1"	"あのね　およめさんになるの。"	""
"0001A8EE"	"A08F"	"0002409F"	"21 22 40 41 51 19 22 57 28 196 36 27 65"	"おかねのもうかるしごとさ！"	""
"0001A8F0"	"A09D"	"000240AD"	"52 15 240 56 91 119 120 80 111 125 192 18 18 54 1"	"やっぱりサラリーマンがいいよ。"	""
"0001A8F2"	"A0AD"	"000240BD"	"93 97 77 124 80 221 93 38 37 56 32 18 37 7 1"	"スチュワーデスになりたいなぁ。"	""
"0001A8F4"	"A0BD"	"000240CD"	"228 24 42 211 80 113 6 34 24 57 61 202 1"	"ぼくはゲームをつくるんだ。"	""
"0001A8F6"	"A0CB"	"000240DB"	"48 61 37 41 53 50 15 35 18 19 96 82 100 121 205 254 226 61 28 13 19 6 34 24 15 32 61 202 54 1 254 129 27 34 17 195 57 54 1"	"みんなのゆめっていうタイトルで
ぶんしゅうをつくったんだよ。
１さつあげるよ。"	""
"0001A8F8"	"A0F3"	"00024103"	"26 206 51 41 27 24 226 61 6 0 35 38 18 58 32 1"	"こどものさくぶんを　てにいれた。"	""
"0001A8FA"	"A104"	"00024114"	"138 0 31 19 202 65 0 26 19 33 14 19 41 82 125 96 230 77 80 254 54 56 0 26 41 26 206 51 32 33 41 26 36 6 0 23 198 38 254 28 32 46 19 192 0 21 51 28 59 24 37 56 31 19 202 1"	"：　そうだ！　こうちょうのインタビュー
より　このこどもたちのことを　きじに
したほうが　おもしろくなりそうだ。"	""
"0001A8FC"	"A13D"	"0002414D"	"54 28 65 0 29 194 38 119 82 108 111 208 214 125 28 12 38 254 51 206 59 19 1"	"よし！　すぐにライフマガジンしゃに
もどろう。"	""
"0001A8FE"	"A155"	"00024165"	"228 24 143 0 228 24 42 0 52 23 13 19 41 30 61 28 13 38 254 37 56 32 18 61 202 1"	"ぼく？　ぼくは　やきゅうのせんしゅに
なりたいんだ。"	""
"0001A900"	"A170"	"00024180"	"26 61 38 33 42"	"こんにちは"	""
"0001A902"	"A176"	"00024186"	"28 13 197 18 42 0 19 47 24 18 15 32 22 18 143 254 185 185 185 185 185 185 185 185 185 185 185 0 37 61 202 15 35 65 143 254 31 61 37 26 36 28 35 0 202 18 198 14 19 226 22 54 65"	"しゅざいは　うまくいったかい？
・・・・・・・・・・・　なんだって！？
そんなことして　だいじょうぶかよ！"	""
"0001A904"	"A1AC"	"000241BC"	"19 80 61 185 185 185 0 47 7 21 51 18 23 15 35 52 58 54 1 254 198 226 61 41 22 61 192 20 192 0 32 202 28 18 36 21 51 15 32 55 254 31 58 6 21 28 36 21 29 26 36 51 0 43 34 54 19 202 54 1"	"うーん・・・　まぁおもいきってやれよ。
じぶんのかんがえが　ただしいとおもったら
それをおしとおすことも　ひつようだよ。"	""
"0001A906"	"A1E9"	"000241F9"	"17 55 0 47 32 17 15 32 60 40 1 254 31 19 31 19 0 58 61 27 18 47 61 192 41 26 36 202 25 206 254 17 37 32 6 115 221 121 38 29 57 26 36 38 28 32 41 1"	"あら　またあったわね。
そうそう　れんさいまんがのことだけど
あなたをモデルにすることにしたの。"	""
"0001A908"	"A21A"	"0002422A"	"96 82 100 121 42 0 229 82 100 229 86 18 33 202 18 65 254 21 51 28 59 31 19 205 28 14 143 254 32 41 28 48 38 28 35 18 35 40 1"	"タイトルは　バイトバカいちだい！
おもしろそうでしょ？
たのしみにしていてね。"	""
"0001A90A"	"A242"	"00024252"	"26 206 51 32 33 41 53 50 6 23 198 38 143 0 37 57 46 206 40 1 254 17 37 32 51 33 12 61 36 28 32 28 196 36 192 205 23 57 41 40 1 254 26 41 47 20 42 0 224 22 38 28 35 196 50 61 37 27 18 1"	"こどもたちのゆめをきじに？　なるほどね。
あなたもちゃんとしたしごとができるのね。
このまえは　ばかにしてごめんなさい。"	""
"0001A90C"	"A27F"	"0002428F"	"31 41 0 26 206 51 32 33 41 27 24 226 61 6 34 22 15 35 254 45 61 28 13 19 33 14 19 6 0 30 15 36 24 29 58 224 254 23 15 36 19 47 24 18 24 60 54 1 0 192 61 224 15 35 65"	"その　こどもたちのさくぶんをつかって
へんしゅうちょうを　せっとくすれば
きっとうまくいくわよ。　がんばって！"	""
"0001A90E"	"A2B7"	"000242C7"	"52 15 36 22 20 15 35 23 32 22 1 254 26 19 33 14 19 41 82 125 96 230 77 80 23 198 42 22 25 32 22 143 254 185 185 185 0 37 38 65 143 0 23 198 6 22 20 35 24 58 202 36 143"	"やっとかえってきたか。
こうちょうのインタビューきじはかけたか？
・・・　なに！？　きじをかえてくれだと？"	""
"0001A910"	"A2ED"	"000242FD"	"26 206 51 32 33 41 28 14 19 55 18 41 53 50 202 36 11 143 254 224 22 51 80 61 0 31 61 37 23 198 37 206 32 41 61 206 55 61 65 254 200 15 32 18 0 48 36 50 61 201 80 65 65"	"こどもたちのしょうらいのゆめだとぉ？
ばかもーん　そんなきじなどたのんどらん！
ぜったい　みとめんぞー！！"	""
"0001A912"	"A323"	"00024333"	"45 61 28 13 19 33 14 19 6 0 37 61 36 22 30 15 36 24 28 35 254 26 206 51 32 33 41 53 50 6 23 198 38 41 30 54 19 65"	"へんしゅうちょうを　なんとかせっとくして
こどもたちのゆめをきじにのせよう！"	""
"0001A914"	"A34A"	"0002435A"	"37 61 36 28 35 51 0 26 41 23 198 6 41 30 57 28 22 37 18 65 254 53 19 50 18 37 43 36 54 56 51 0 26 206 51 32 33 41 53 50 41 254 46 19 192 18 18 23 198 38 37 57 36 21 51 19 51 41 65 65"	"なんとしても　このきじをのせるしかない！
ゆうめいなひとよりも　こどもたちのゆめの
ほうがいいきじになるとおもうもの！！"	""
"0001A916"	"A387"	"00024397"	"198 226 61 41 18 25 61 6 0 48 36 50 27 30 57 38 42 254 51 15 36 0 171 175 6 17 195 54 19 1"	"じぶんのいけんを　みとめさせるには
もっと　知力をあげよう。"	""
"0001A918"	"A3A6"	"000243B6"	"45 61 28 13 19 33 14 19 6 0 30 15 36 24 29 57 41 37 55 254 26 206 51 41 27 24 226 61 6 34 22 20 224 19 47 24 18 24 54 1"	"へんしゅうちょうを　せっとくするのなら
こどものさくぶんをつかえばうまくいくよ。"	""
"0001A91A"	"A3CF"	"000243DF"	"198 226 61 41 18 25 61 6 0 48 36 50 27 30 57 38 42 254 51 15 36 0 171 175 6 17 195 35 254 192 15 26 19 205 35 38 18 58 32 0 26 206 51 41 27 24 226 61 6"	"じぶんのいけんを　みとめさせるには
もっと　知力をあげて
がっこうでてにいれた　こどものさくぶんを"	""
"0001A91C"	"A401"	"00024411"	"34 22 20 224 0 19 47 24 18 24 54 1"	"つかえば　うまくいくよ。"	""
"0001A91E"	"A40E"	"0002441E"	"60 22 15 32 60 22 15 32 1 0 21 58 41 47 25 202 1 254 21 47 20 27 61 41 18 25 61 6 23 18 35 254 23 198 41 37 18 54 19 6 0 45 61 26 19 28 54 19 1"	"わかったわかった。　おれのまけだ。
おまえさんのいけんをきいて
きじのないようを　へんこうしよう。"	""
"0001A920"	"A440"	"00024450"	"36 26 59 205 0 31 41 192 15 26 19 41 26 206 51 32 33 41 254 28 12 28 61 42 36 15 35 23 32 61 202 59 19 37 1 254 28 12 28 61 192 37 24 33 12 0 42 37 28 38 37 55 61 201 1"	"ところで　そのがっこうのこどもたちの
しゃしんはとってきたんだろうな。
しゃしんがなくちゃ　はなしにならんぞ。"	""
"0001A922"	"A478"	"00024488"	"37 4 37 38 8 65 0 60 29 58 32 202 36 11 65 65 254 26 4 26 4 26 41 0 21 21 224 22 51 80 61 65 254 31 58 198 12 0 197 15 28 38 42 0 41 30 55 58 37 18 201 65"	"な、なにぃ！　わすれただとぉ！！
こ、こ、この　おおばかもーん！
それじゃ　ざっしには　のせられないぞ！"	""
"0001A924"	"A4AD"	"000244BD"	"28 12 28 61 6 60 29 58 57 37 61 35 47 202 92 123 83 100 40 1 254 205 51 0 33 14 15 36 42 17 37 32 6 48 37 21 28 32 60 1 254 37 22 37 22 26 61 198 14 19 192 0 17 57 198 12 37 18 1"	"しゃしんをわすれるなんてまだシロウトね。
でも　ちょっとはあなたをみなおしたわ。
なかなかこんじょうが　あるじゃない。"	""
"0001A926"	"A4E9"	"000244F9"	"17 80 17 0 42 198 50 35 198 226 61 41 23 22 24 205 254 23 198 6 41 30 55 58 57 36 21 51 15 32 61 202 25 206 254 28 12 28 61 6 36 15 35 24 57 41 6 60 29 58 57 37 61 35"	"あーあ　はじめてじぶんのきかくで
きじをのせられるとおもったんだけど
しゃしんをとってくるのをわすれるなんて"	""
"0001A928"	"A520"	"00024530"	"28 50 23 56 42 17 28 32 202 28 0 51 19 49 56 22 185 185 185 1 254 30 15 22 24 41 97 76 125 93 202 15 32 41 38 254 24 52 28 18 37 7 185 185 185 1"	"しめきりはあしただし　もうむりか・・・。
せっかくのチャンスだったのに
くやしいなぁ・・・。"	""
"0001A92A"	"A54F"	"0002455F"	"253 1 42 4 253 5 249 82 125 100 30 15 36 24 28 32 1"	"[FD 01]は、[FD 05]ポイントせっとくした。"	""
"0001A92C"	"A561"	"00024571"	"23 42 24 41 43 36 26 36 65 254 253 1 42 4 253 5 249 82 125 100 30 15 36 24 28 32 1"	"きはくのひとこと！
[FD 01]は、[FD 05]ポイントせっとくした。"	""
"0001A92E"	"A57D"	"0002458D"	"202 192 4 25 15 35 61 6 28 35 23 27 58 35 4 42 61 59 61 254 205 23 37 22 15 32 1"	"だが、けってんをしてきされて、はんろん
できなかった。"	""
"0001A930"	"A599"	"000245A9"	"28 22 28 4 30 34 50 18 38 34 47 15 35 28 47 15 32 1"	"しかし、せつめいにつまってしまった。"	""
"0001A932"	"A5AC"	"000245BC"	"28 22 28 4 17 47 56 41 208 125 90 27 38 4 17 30 192 254 202 55 202 55 37 192 58 35 23 32 1"	"しかし、あまりのガンコさに、あせが
だらだらながれてきた。"	""
"0001A934"	"A5CA"	"000245DA"	"202 192 4 195 61 26 19 54 19 28 6 4 37 195 34 25 35 23 32 1"	"だが、げんこうようしを、なげつけてきた。"	""
"0001A936"	"A5DF"	"000245EF"	"2 224 22 51 80 61 65 65 3"	"『ばかもーん！！』"	""
"0001A938"	"A5E9"	"000245F9"	"28 22 28 4 38 55 47 58 35 28 47 15 32 1"	"しかし、にらまれてしまった。"	""
"0001A93A"	"A5F8"	"00024608"	"28 22 28 4 45 31 6 47 195 35 4 42 37 28 6 23 26 19 36 254 28 37 18 1"	"しかし、へそをまげて、はなしをきこうと
しない。"	""
"0001A93C"	"A611"	"00024621"	"28 22 28 4 46 22 41 51 41 192 60 15 35 42 18 56 4 254 42 37 28 192 33 13 19 202 61 28 35 28 47 15 32 1"	"しかし、ほかのものがわってはいり、
はなしがちゅうだんしてしまった。"	""
"0001A93E"	"A634"	"00024644"	"45 61 28 13 19 33 14 19 42 4 22 61 192 20 26 61 202 1"	"へんしゅうちょうは、かんがえこんだ。"	""
"0001A940"	"A647"	"00024657"	"18 55 18 55 28 32 4 43 14 19 198 14 19 205 38 55 61 205 254 18 57 1"	"いらいらした、ひょうじょうでにらんで
いる。"	""
"0001A942"	"A65E"	"0002466E"	"26 26 42 0 28 14 19 192 15 26 19 205 29 1"	"ここは　しょうがっこうです。"	""
"0001A944"	"A66D"	"0002467D"	"26 26 42 0 110 99 121 205 29 1 254 18 59 18 59 37 0 21 23 12 24 192 0 36 47 15 35 18 47 29 1"	"ここは　ホテルです。
いろいろな　おきゃくが　とまっています。"	""
"0001A946"	"A68D"	"0002469D"	"26 26 42 0 202 18 192 18 28 12 41 254 27 15 244 59 28 35 61 205 29 1"	"ここは　だいがいしゃの
さっぽろしてんです。"	""
"0001A948"	"A6A4"	"000246B4"	"26 26 42 0 225 14 19 18 61 205 29 1"	"ここは　びょういんです。"	""
"0001A94A"	"A6B1"	"000246C1"	"253 0 42 4 253 2 192 253 4 249 82 125 100 254 27 192 15 35 28 47 15 32 1"	"[FD 00]は、[FD 02]が[FD 04]ポイント
さがってしまった。"	""
"0001A94C"	"A6C9"	"000246D9"	"97 76 80 125 93 96 80 82 113 65 65 254 121 80 122 79 100 6 47 60 28 35 24 202 27 18 1"	"チャーンスターイム！！
ルーレットをまわしてください。"	""
"0001A94E"	"A6E5"	"000246F5"	"129 36 133 205 5 81 125 119 79 87 80 4 254 130 36 134 205 5 119 79 87 80 4 254 131 36 135 205 5 202 18 119 79 87 80 4"	"１と５で…アンラッキー、
２と６で…ラッキー、
３と７で…だいラッキー、"	""
"0001A950"	"A70A"	"0002471A"	"132 36 136 205 5 93 80 245 80 119 79 87 80 254 137 36 129 128 205 5 105 80 111 121 254 38 37 56 47 29 1"	"４と８で…スーパーラッキー
９と１０で…ノーマル
になります。"	""
"0001A952"	"A72A"	"0002473A"	"129 36 133 205 5 119 79 87 80 254 130 36 134 205 5 81 125 119 79 87 80 254 131 36 135 205 5 93 80 245 80 119 79 87 80"	"１と５で…ラッキー
２と６で…アンラッキー
３と７で…スーパーラッキー"	""
"0001A954"	"A74E"	"0002475E"	"132 36 136 205 5 105 80 111 121 254 137 36 129 128 205 5 202 18 119 79 87 80 254 38 37 56 47 29 1"	"４と８で…ノーマル
９と１０で…だいラッキー
になります。"	""
"0001A956"	"A76C"	"0002477C"	"129 36 133 205 5 105 80 111 121 254 130 36 134 205 5 93 80 245 80 119 79 87 80 254 131 36 135 205 5 81 125 119 79 87 80"	"１と５で…ノーマル
２と６で…スーパーラッキー
３と７で…アンラッキー"	""
"0001A958"	"A790"	"000247A0"	"132 36 136 205 5 119 79 87 80 254 137 36 129 128 205 5 202 18 119 79 87 80 254 38 37 56 47 29 1"	"４と８で…ラッキー
９と１０で…だいラッキー
になります。"	""
