"evPtrOffset"	"evType"	"evOffset"	"evPartOffset"	"codeBytes"	"codeData"	"linesUsed"	"strText"	"translation"
"03F8"	"code"	"3EAC"	"3EB0"	"A6 25"	"textControl, speed: 6, sfx: 37"	""	""	""
"03F8"	"text"	"3EAC"	"3EB2"	""	""	"46 90"	"ブライアン？[1F]"	""
"03F8"	"code"	"3EAC"	"3EB6"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"03F8"	"code"	"3EAC"	"3EB8"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"03F8"	"text"	"3EAC"	"3EBA"	""	""	"1067 2259"	"ガービー！　こんな所で何をしてるんだ？[1F]"	""
"03F8"	"code"	"3EAC"	"3EBE"	"D0 17"	"screenMode: high res, op: setPortrait = Gaby Todd"	""	""	""
"03F8"	"code"	"3EAC"	"3EC0"	"A6 25"	"textControl, speed: 6, sfx: 37"	""	""	""
"03F8"	"text"	"3EAC"	"3EC2"	""	""	"2260 2261"	"貴方にお話したいことがあって・・・。[1F]
追いかけて来たんですが、追い越してしまったようですね。[1F]"	""
"03F8"	"code"	"3EAC"	"3EC6"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"03F8"	"code"	"3EAC"	"3EC8"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"03F8"	"text"	"3EAC"	"3ECA"	""	""	"2262"	"それで？　話というのは？[1F]"	""
"03F8"	"code"	"3EAC"	"3ECC"	"D0 17"	"screenMode: high res, op: setPortrait = Gaby Todd"	""	""	""
"03F8"	"code"	"3EAC"	"3ECE"	"A6 25"	"textControl, speed: 6, sfx: 37"	""	""	""
"03F8"	"text"	"3EAC"	"3ED0"	""	""	"2263 2264"	"こんな所で立ち話も何ですから・・・。[1F]
この先のバーに来て下さい。話はそこで。[1F]"	""
"03F8"	"code"	"3EAC"	"3ED4"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"03F8"	"code"	"3EAC"	"3ED6"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"03F8"	"text"	"3EAC"	"3ED8"	""	""	"746"	"わかった。[1F]"	""
"03FC"	"code"	"3EDA"	"3EDA"	"F0 0A"	"setBGM: 10"	""	""	""
"03FC"	"code"	"3EDA"	"3EDC"	"D0 34"	"screenMode: high res, op: setBackground = Bar"	""	""	""
"03FC"	"code"	"3EDA"	"3EDE"	"D0 09"	"screenMode: high res, op: setPortrait = Ed Huey"	""	""	""
"03FC"	"code"	"3EDA"	"3EE0"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"03FC"	"text"	"3EDA"	"3EE2"	""	""	"2265"	"バー「アップルポップ」です。[1F]"	""
"03FC"	"code"	"3EDA"	"3EE4"	"30 4B"	"skipNextOnBitCheck, bit 3 is clear on var 0x09"	""	""	""
"03FC"	"code"	"3EDA"	"3EE6"	"60 04"	"skipCodes: 4 => 3EF0"	""	""	""
"03FC"	"code"	"3EDA"	"3EE8"	"D0 09"	"screenMode: high res, op: setPortrait = Ed Huey"	""	""	""
"03FC"	"code"	"3EDA"	"3EEA"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"03FC"	"text"	"3EDA"	"3EEC"	""	""	"2266"	"申し訳ございませんが、準備中です。[1F]"	""
"03FC"	"code"	"3EDA"	"3EEE"	"0F 00"	"exit"	""	""	""
"03FC"	"code"	"3EDA"	"3EF0"	"30 58"	"skipNextOnBitCheck, bit 0 is clear on var 0x0B"	""	""	""
"03FC"	"code"	"3EDA"	"3EF2"	"60 25"	"skipCodes: 37 => 3F3E"	""	""	""
"03FC"	"text"	"3EDA"	"3EF4"	""	""	"2267"	"
お連れ様が、奥でお待ちかねです。[1F]"	""
"03FC"	"code"	"3EDA"	"3EF6"	"D0 17"	"screenMode: high res, op: setPortrait = Gaby Todd"	""	""	""
"03FC"	"code"	"3EDA"	"3EF8"	"A6 25"	"textControl, speed: 6, sfx: 37"	""	""	""
"03FC"	"text"	"3EDA"	"3EFA"	""	""	"46 2268"	"ブライアン。貴方が弟の最後を見届けて下さったそうですね。[1F]"	""
"03FC"	"code"	"3EDA"	"3EFE"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"03FC"	"code"	"3EDA"	"3F00"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"03FC"	"text"	"3EDA"	"3F02"	""	""	"2269"	"えぇ、弟さんにはお気の毒でした。[1F]"	""
"03FC"	"code"	"3EDA"	"3F04"	"D0 17"	"screenMode: high res, op: setPortrait = Gaby Todd"	""	""	""
"03FC"	"code"	"3EDA"	"3F06"	"A6 25"	"textControl, speed: 6, sfx: 37"	""	""	""
"03FC"	"text"	"3EDA"	"3F08"	""	""	"2270 2271 2272 2075 2273"	"弟も、さぞ無念だったと思います。
それを思うと私もじっとしていられなくて・・・[1F]
弟が、これまで何を探っていたのか調べてみたのですが、どうやら
「バーナードの鷹」と呼ばれる人物を追っていたようです。[1F]"	""
"03FC"	"code"	"3EDA"	"3F12"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"03FC"	"code"	"3EDA"	"3F14"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"03FC"	"text"	"3EDA"	"3F16"	""	""	"2075 1094"	"バーナードの鷹！？[1F]"	""
"03FC"	"code"	"3EDA"	"3F1A"	"D0 17"	"screenMode: high res, op: setPortrait = Gaby Todd"	""	""	""
"03FC"	"code"	"3EDA"	"3F1C"	"A6 25"	"textControl, speed: 6, sfx: 37"	""	""	""
"03FC"	"text"	"3EDA"	"3F1E"	""	""	"2274"	"知っているのですか？[1F]"	""
"03FC"	"code"	"3EDA"	"3F20"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"03FC"	"code"	"3EDA"	"3F22"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"03FC"	"text"	"3EDA"	"3F24"	""	""	"2275"	"あぁ、一度会ったことがある。だが、詳しくは知らない・・・。[1F]"	""
"03FC"	"code"	"3EDA"	"3F26"	"D0 17"	"screenMode: high res, op: setPortrait = Gaby Todd"	""	""	""
"03FC"	"code"	"3EDA"	"3F28"	"A6 25"	"textControl, speed: 6, sfx: 37"	""	""	""
"03FC"	"text"	"3EDA"	"3F2A"	""	""	"2276 143 2277 2278 2279"	"私は、ある方のお力添えを得て、反ＶＯＩＤの秘密組織をつくりました。[1F]
私は弟の仇を討ち、平和な世の中が来るようにしたいのです。[1F]
貴方も是非、協力してください。[1F]"	""
"03FC"	"code"	"3EDA"	"3F34"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"03FC"	"code"	"3EDA"	"3F36"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"03FC"	"text"	"3EDA"	"3F38"	""	""	"481"	"いいだろう。[1F]"	""
"03FC"	"code"	"3EDA"	"3F3A"	"88 58"	"bitOps, set bit 0 on var 0x0B"	""	""	""
"03FC"	"code"	"3EDA"	"3F3C"	"0F 00"	"exit"	""	""	""
"03FC"	"code"	"3EDA"	"3F3E"	"D0 09"	"screenMode: high res, op: setPortrait = Ed Huey"	""	""	""
"03FC"	"code"	"3EDA"	"3F40"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"03FC"	"text"	"3EDA"	"3F42"	""	""	"2280"	"どうぞ、ごゆっくり。[1F]"	""
"0400"	"code"	"3F44"	"3F44"	"88 59"	"bitOps, set bit 1 on var 0x0B"	""	""	""
"0400"	"code"	"3F44"	"3F46"	"D0 13"	"screenMode: high res, op: setPortrait = Peach"	""	""	""
"0400"	"code"	"3F44"	"3F48"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0400"	"text"	"3F44"	"3F4A"	""	""	"2281"	"やあ、来たな。[1F]"	""
"0400"	"code"	"3F44"	"3F4C"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0400"	"code"	"3F44"	"3F4E"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0400"	"text"	"3F44"	"3F50"	""	""	"2282 1896 2283 2284"	"まさか、あんたがスドウだなんて思いもよらなかったよ。[1F]
まだ、ちょっと信じられない。[1F]"	""
"0400"	"code"	"3F44"	"3F58"	"D0 13"	"screenMode: high res, op: setPortrait = Peach"	""	""	""
"0400"	"code"	"3F44"	"3F5A"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0400"	"text"	"3F44"	"3F5C"	""	""	"2285 2286"	"まあ、そんなものさ。
そのうち慣れる。[1F]"	""
"0400"	"code"	"3F44"	"3F60"	"8A 3C"	"bitOps, set bit 4 on var 0x47"	""	""	""
"0400"	"code"	"3F44"	"3F62"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0400"	"code"	"3F44"	"3F64"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0400"	"text"	"3F44"	"3F66"	""	""	"2287"	"ところで、俺に何をさせるつもりだ？[1F]"	""
"0400"	"code"	"3F44"	"3F68"	"D0 13"	"screenMode: high res, op: setPortrait = Peach"	""	""	""
"0400"	"code"	"3F44"	"3F6A"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0400"	"text"	"3F44"	"3F6C"	""	""	"2288 143 2289 2290 143 2291"	"もちろん、ＶＯＩＤの討伐だ。[1F]
それで、今の所はＶＯＩＤの本当の狙いを調べている。[1F]"	""
"0400"	"code"	"3F44"	"3F78"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0400"	"code"	"3F44"	"3F7A"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0400"	"text"	"3F44"	"3F7C"	""	""	"2292 143 2293"	"本当の狙い？
ＶＯＩＤの狙いは、政府の転覆だろう？[1F]"	""
"0400"	"code"	"3F44"	"3F82"	"D0 13"	"screenMode: high res, op: setPortrait = Peach"	""	""	""
"0400"	"code"	"3F44"	"3F84"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0400"	"text"	"3F44"	"3F86"	""	""	"2294 2295"	"どうも、それだけではないらしい。[1F]
反乱が、どういった経緯で起こったのかは知っているだろう？[1F]"	""
"0400"	"code"	"3F44"	"3F8A"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0400"	"code"	"3F44"	"3F8C"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0400"	"text"	"3F44"	"3F8E"	""	""	"2296 411 1158 411 2297"	"もともとは地球人種の純粋性を維持する為に、異星人と異星人文明を排斥しようという運動だったな。[1F]"	""
"0400"	"code"	"3F44"	"3F98"	"D0 13"	"screenMode: high res, op: setPortrait = Peach"	""	""	""
"0400"	"code"	"3F44"	"3F9A"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0400"	"text"	"3F44"	"3F9C"	""	""	"2298 411 2299"	"それが、異星人の遺跡を発掘して利用しようとしたりするものか？[1F]"	""
"0400"	"code"	"3F44"	"3FA2"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0400"	"code"	"3F44"	"3FA4"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0400"	"text"	"3F44"	"3FA6"	""	""	"2300"	"武力を得るためには仕方ないんじゃないか？[1F]"	""
"0400"	"code"	"3F44"	"3FA8"	"D0 13"	"screenMode: high res, op: setPortrait = Peach"	""	""	""
"0400"	"code"	"3F44"	"3FAA"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0400"	"text"	"3F44"	"3FAC"	""	""	"2301 2302 143 2303"	"それは不条理そのものだ。[1F]
反乱を起こした連中とＶＯＩＤでは信条が違うようだ。[1F]"	""
"0400"	"code"	"3F44"	"3FB4"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0400"	"code"	"3F44"	"3FB6"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0400"	"text"	"3F44"	"3FB8"	""	""	"2304 143 259 2305 90"	"では、反乱とＶＯＩＤは無関係だと？[1F]"	""
"0400"	"code"	"3F44"	"3FC2"	"D0 13"	"screenMode: high res, op: setPortrait = Peach"	""	""	""
"0400"	"code"	"3F44"	"3FC4"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0400"	"text"	"3F44"	"3FC6"	""	""	"2306 2305 2307 2308"	"まったく無関係だとはいえないだろう。[1F]
それより、もっと大きなものが隠れていそうだ。[1F]"	""
"0400"	"code"	"3F44"	"3FCE"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0400"	"code"	"3F44"	"3FD0"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0400"	"text"	"3F44"	"3FD2"	""	""	"2309"	"持って回った言い方だな。[1F]"	""
"0400"	"code"	"3F44"	"3FD4"	"D0 13"	"screenMode: high res, op: setPortrait = Peach"	""	""	""
"0400"	"code"	"3F44"	"3FD6"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0400"	"text"	"3F44"	"3FD8"	""	""	"2310 2311 2312 46 928 143 2313"	"今の段階では、何もはっきりしたことが
分かっていないからな。[1F]
まあ、この辺のところは、こちらに任せておいてくれ。[1F]
まずブライアンにはＶＯＩＤとの決戦にそなえて準備をしてもらわなくてはならない。[1F]"	""
"0400"	"code"	"3F44"	"3FE6"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0400"	"code"	"3F44"	"3FE8"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0400"	"text"	"3F44"	"3FEA"	""	""	"2314"	"それで、何を？[1F]"	""
"0400"	"code"	"3F44"	"3FEC"	"D0 13"	"screenMode: high res, op: setPortrait = Peach"	""	""	""
"0400"	"code"	"3F44"	"3FEE"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0400"	"text"	"3F44"	"3FF0"	""	""	"411 2315 2316"	"異星人の遺跡で手に入れたものを有効に利用しなくてはなるまい。[1F]
その為に優秀なスタッフを揃えた。[1F]"	""
"0400"	"code"	"3F44"	"3FF6"	"21 00"	"sceneChange: 256 => 0404"	""	""	""
"0404"	"code"	"3FF8"	"3FF8"	"D0 15"	"screenMode: high res, op: setPortrait = Kenny Jones"	""	""	""
"0404"	"code"	"3FF8"	"3FFA"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0404"	"text"	"3FF8"	"3FFC"	""	""	"2317"	"貴方が入手された石板の解析は私が・・・。[1F]"	""
"0404"	"code"	"3FF8"	"3FFE"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0404"	"code"	"3FF8"	"4000"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0404"	"text"	"3FF8"	"4002"	""	""	"2318 1735 1736 1037"	"！？[1F]
ケニー・ジョーンズ！！[1F]"	""
"0404"	"code"	"3FF8"	"400A"	"D0 15"	"screenMode: high res, op: setPortrait = Kenny Jones"	""	""	""
"0404"	"code"	"3FF8"	"400C"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0404"	"text"	"3FF8"	"400E"	""	""	"2319 2320"	"おひさしぶりです。[1F]
以前に貴方に助けていただきましたね。[1F]"	""
"0404"	"code"	"3FF8"	"4012"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0404"	"code"	"3FF8"	"4014"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0404"	"text"	"3FF8"	"4016"	""	""	"2321"	"あぁ、そんな事もあったな。[1F]"	""
"0404"	"code"	"3FF8"	"4018"	"D0 15"	"screenMode: high res, op: setPortrait = Kenny Jones"	""	""	""
"0404"	"code"	"3FF8"	"401A"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0404"	"text"	"3FF8"	"401C"	""	""	"2322 2323 2324 2325"	"その時に私が持っていた石板が、貴方の持っている石板と合わせて何かの設計図になるということがわかったんです。[1F]"	""
"0404"	"code"	"3FF8"	"4024"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0404"	"code"	"3FF8"	"4026"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0404"	"text"	"3FF8"	"4028"	""	""	"2326 2324 2327"	"何の設計図なんだ？[1F]"	""
"0404"	"code"	"3FF8"	"402E"	"D0 15"	"screenMode: high res, op: setPortrait = Kenny Jones"	""	""	""
"0404"	"code"	"3FF8"	"4030"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0404"	"text"	"3FF8"	"4032"	""	""	"2173 569 2328"	"どうやらエンジンのようです。[1F]"	""
"0404"	"code"	"3FF8"	"4038"	"D0 0D"	"screenMode: high res, op: setPortrait = Daigo Hidari"	""	""	""
"0404"	"code"	"3FF8"	"403A"	"A6 24"	"textControl, speed: 6, sfx: 36"	""	""	""
"0404"	"text"	"3FF8"	"403C"	""	""	"2329"	"そして、それを作るのがわしの仕事というわけじゃ。[1F]"	""
"0404"	"code"	"3FF8"	"403E"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0404"	"code"	"3FF8"	"4040"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0404"	"text"	"3FF8"	"4042"	""	""	"66 1923 97 1037"	"マイスト・ヒダリ！！[1F]"	""
"0404"	"code"	"3FF8"	"404A"	"D0 0D"	"screenMode: high res, op: setPortrait = Daigo Hidari"	""	""	""
"0404"	"code"	"3FF8"	"404C"	"A6 24"	"textControl, speed: 6, sfx: 36"	""	""	""
"0404"	"text"	"3FF8"	"404E"	""	""	"2330"	"しばらく見ないうちに、いいツラがまえになったのぉ。[1F]"	""
"0404"	"code"	"3FF8"	"4050"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0404"	"code"	"3FF8"	"4052"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0404"	"text"	"3FF8"	"4054"	""	""	"2331"	"あんたが、こんな所まで出向いて来るなんて・・・。[1F]"	""
"0404"	"code"	"3FF8"	"4056"	"D0 0D"	"screenMode: high res, op: setPortrait = Daigo Hidari"	""	""	""
"0404"	"code"	"3FF8"	"4058"	"A6 24"	"textControl, speed: 6, sfx: 36"	""	""	""
"0404"	"text"	"3FF8"	"405A"	""	""	"1896 2332 2333"	"スドウから声がかかったのではな・・・。[1F]
それに、わしは、お前の力になると約束したからな。[1F]"	""
"0404"	"code"	"3FF8"	"4060"	"D0 15"	"screenMode: high res, op: setPortrait = Kenny Jones"	""	""	""
"0404"	"code"	"3FF8"	"4062"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0404"	"text"	"3FF8"	"4064"	""	""	"2334"	"じゃあ、石板をお預かりします。[1F]"	""
"0404"	"code"	"3FF8"	"4066"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0404"	"code"	"3FF8"	"4068"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0404"	"text"	"3FF8"	"406A"	""	""	"773"	"あぁ。[1F]"	""
"0404"	"code"	"3FF8"	"406C"	"90 24"	"addVar, var 36 += 0"	""	""	""
"0404"	"code"	"3FF8"	"406E"	"D0 13"	"screenMode: high res, op: setPortrait = Peach"	""	""	""
"0404"	"code"	"3FF8"	"4070"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0404"	"text"	"3FF8"	"4072"	""	""	"2335 46 2336 2088 143 2337 2075 2338 2339 2340 2341"	"さて、ブライアン。
彼等と話したい事もあるだろうが、君には次の標的が出来た。[1F]
_
ＶＯＩＤの幹部「バーナードの鷹」だ。[1F]
奴のアジトが、惑星ドライロックにあるということを確認した。[1F]"	""
"0404"	"code"	"3FF8"	"4088"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0404"	"code"	"3FF8"	"408A"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0404"	"text"	"3FF8"	"408C"	""	""	"2342"	"わかった。
すぐに行ってみよう。[1F]"	""
"0404"	"code"	"3FF8"	"408E"	"88 64"	"bitOps, set bit 4 on var 0x0C"	""	""	""
"0408"	"code"	"4090"	"4090"	"D0 13"	"screenMode: high res, op: setPortrait = Peach"	""	""	""
"0408"	"code"	"4090"	"4092"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0408"	"text"	"4090"	"4094"	""	""	"2343 143 2344"	"わざわざ、ここまで戻ってもらったのは他でもない。[1F]
ＶＯＩＤに関する重要な情報を提供してくれた方の、たっての希望なんだ。[1F]"	""
"0408"	"code"	"4090"	"409A"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0408"	"code"	"4090"	"409C"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0408"	"text"	"4090"	"409E"	""	""	"2345"	"その情報提供者ってのは誰なんだ？[1F]"	""
"0408"	"code"	"4090"	"40A0"	"D0 0F"	"screenMode: high res, op: setPortrait = Carlin"	""	""	""
"0408"	"code"	"4090"	"40A2"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0408"	"text"	"4090"	"40A4"	""	""	"2346 46 2016"	"私ですよ。ブライアンさん。[1F]"	""
"0408"	"code"	"4090"	"40AA"	"D0 13"	"screenMode: high res, op: setPortrait = Peach"	""	""	""
"0408"	"code"	"4090"	"40AC"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0408"	"text"	"4090"	"40AE"	""	""	"411 2347 2348 2349"	"異星人大使のカーリン氏だ。[1F]"	""
"0408"	"code"	"4090"	"40B6"	"8A 3D"	"bitOps, set bit 5 on var 0x47"	""	""	""
"0408"	"code"	"4090"	"40B8"	"D0 0F"	"screenMode: high res, op: setPortrait = Carlin"	""	""	""
"0408"	"code"	"4090"	"40BA"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0408"	"text"	"4090"	"40BC"	""	""	"2350 2351"	"以前は助けて頂いたにもかかわらず、お礼も言えずに心苦しく思っていました。[1F]"	""
"0408"	"code"	"4090"	"40C0"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0408"	"code"	"4090"	"40C2"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0408"	"text"	"4090"	"40C4"	""	""	"2352 2353 69 1896 2354 2355 2356 411 2357"	"礼には及びません。
あれは、ビジネスです。[1F]
しかし、大使である貴方が何故こんな所に？[1F]
スドウ、あんた一体何者なんだ！？[1F]
_
[1F]
！！[1F]
そうか、異星人と最初に接触した人物。[1F]"	""
"0408"	"code"	"4090"	"40D6"	"D0 13"	"screenMode: high res, op: setPortrait = Peach"	""	""	""
"0408"	"code"	"4090"	"40D8"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0408"	"text"	"4090"	"40DA"	""	""	"2358 2359 2360"	"精神を媒介する意志翻訳者としての資質を持っていたというだけのことだが・・・。[1F]
それに、お前も私と同じ能力を持っている。[1F]"	""
"0408"	"code"	"4090"	"40E0"	"D0 0F"	"screenMode: high res, op: setPortrait = Carlin"	""	""	""
"0408"	"code"	"4090"	"40E2"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0408"	"text"	"4090"	"40E4"	""	""	"2361 2362 2363"	"貴方は誰の力も借りずに私の意志を読み取っているのです。[1F]
もちろん、ちょっとした機械の補助があれば誰にでも出来る事です。[1F]
しかし、微妙なニュアンスを伝える事は大変に難しい。[1F]"	""
"0408"	"code"	"4090"	"40EA"	"D0 13"	"screenMode: high res, op: setPortrait = Peach"	""	""	""
"0408"	"code"	"4090"	"40EC"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0408"	"text"	"4090"	"40EE"	""	""	"2364 2365"	"それを他人にまで伝達できる能力というのは実に貴重だ。[1F]
私が延命処理を受けるようになったのも、この能力があったからだ。[1F]"	""
"0408"	"code"	"4090"	"40F2"	"D0 0F"	"screenMode: high res, op: setPortrait = Carlin"	""	""	""
"0408"	"code"	"4090"	"40F4"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0408"	"text"	"4090"	"40F6"	""	""	"2366 2367 2368"	"貴方にここまで来て頂いたのは、まず、この事をお教えするためです。[1F]
それと、もう１つは、これからお話しする事を貴方自身に直接理解して頂きたかったからにほかなりません。[1F]"	""
"0408"	"code"	"4090"	"40FC"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0408"	"code"	"4090"	"40FE"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0408"	"text"	"4090"	"4100"	""	""	"2369"	"その話というのは？[1F]"	""
"0408"	"code"	"4090"	"4102"	"D0 0F"	"screenMode: high res, op: setPortrait = Carlin"	""	""	""
"0408"	"code"	"4090"	"4104"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0408"	"text"	"4090"	"4106"	""	""	"2370 2371 2372 2373"	"まずは私がここに来たという事がいかに異常な事かはわかってもらえると思います。[1F]
しかし、事態は急を要するのです。[1F]
事は地球人類の存亡に関わっています。[1F]"	""
"0408"	"code"	"4090"	"410E"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0408"	"code"	"4090"	"4110"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0408"	"text"	"4090"	"4112"	""	""	"2374 143 2375"	"たかだかＶＯＩＤに何が出来るというのですか？[1F]"	""
"0408"	"code"	"4090"	"4118"	"D0 0F"	"screenMode: high res, op: setPortrait = Carlin"	""	""	""
"0408"	"code"	"4090"	"411A"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0408"	"text"	"4090"	"411C"	""	""	"143 2376 2377 2168 2378"	"ＶＯＩＤには大きな目的があります。[1F]
地球人類を銀河連合から排除するか、あわよくば絶滅させようというものです。[1F]"	""
"0408"	"code"	"4090"	"4126"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0408"	"code"	"4090"	"4128"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0408"	"text"	"4090"	"412A"	""	""	"2379 2380 143 2381"	"まさか。
とても正気の沙汰とは思えない。[1F]
人類が滅亡したのではＶＯＩＤも、よりどころを無くしてしまう。[1F]"	""
"0408"	"code"	"4090"	"4132"	"D0 0F"	"screenMode: high res, op: setPortrait = Carlin"	""	""	""
"0408"	"code"	"4090"	"4134"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0408"	"text"	"4090"	"4136"	""	""	"2382 143 2383"	"それは問題ではありません。
ＶＯＩＤは地球人類ではないのですから・・・。[1F]"	""
"0408"	"code"	"4090"	"413C"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0408"	"code"	"4090"	"413E"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0408"	"text"	"4090"	"4140"	""	""	"2384 143 259 411 2385"	"じゃあ、ＶＯＩＤは異星人なんですか？[1F]"	""
"0408"	"code"	"4090"	"414A"	"D0 0F"	"screenMode: high res, op: setPortrait = Carlin"	""	""	""
"0408"	"code"	"4090"	"414C"	"A6 23"	"textControl, speed: 6, sfx: 35"	""	""	""
"0408"	"text"	"4090"	"414E"	""	""	"2386 2168 2387 2388"	"そうです。
残念な事に銀河連合の内部にも地球人類の連合参入を快く思わないものがあるのです。[1F]"	""
"0408"	"code"	"4090"	"4156"	"D0 01"	"screenMode: high res, op: setPortrait = Brian Wright"	""	""	""
"0408"	"code"	"4090"	"4158"	"A6 22"	"textControl, speed: 6, sfx: 34"	""	""	""
"0408"	"text"	"4090"	"415A"	""	""	"2389"	"では、何故、連邦側に直接的な武力攻勢をしかけないんだ？[1F]"	""
